Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	Estimates Start After	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product, constant prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2023 Notes: Data from 1991 onward refer to united Germany and include FISIM. Data until 1990 are estimates for united Germany derived from available data (excluding FISIM) for the German federation only (West Germany). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1991 Primary domestic currency: Euro Data last updated: 10/2024	1,845.002	1,847.037	1,832.479	1,860.968	1,913.561	1,955.511	2,002.783	2,032.210	2,108.126	2,190.617	2,315.996	2,432.060	2,481.060	2,456.730	2,520.560	2,558.670	2,584.980	2,633.000	2,688.380	2,745.550	2,824.640	2,870.780	2,864.220	2,848.870	2,882.240	2,907.690	3,019.980	3,107.160	3,135.440	2,961.500	3,084.300	3,200.380	3,215.400	3,227.810	3,297.920	3,352.520	3,429.270	3,522.320	3,561.640	3,597.000	3,449.530	3,576.140	3,625.040	3,615.470	3,615.724	3,644.139	3,694.962	3,737.377	3,769.065	3,797.096	2023	
Germany	General government total expenditure	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	740.702	809.678	849.172	888.016	1,049.528	955.732	959.060	976.592	1,007.187	1,023.445	1,046.229	1,072.638	1,087.101	1,077.080	1,089.993	1,099.274	1,106.879	1,150.280	1,204.819	1,258.707	1,244.063	1,262.507	1,294.600	1,328.332	1,373.293	1,429.256	1,484.552	1,533.328	1,610.615	1,763.784	1,864.302	1,937.465	2,024.970	2,082.087	2,165.794	2,227.734	2,300.146	2,368.081	2,430.883	2023	,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government total expenditure	Percent of GDP	Units	See notes for:  General government total expenditure (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	46.538	47.353	48.321	48.314	55.240	49.557	48.753	48.291	48.487	48.057	47.653	48.244	48.514	46.972	46.867	45.309	43.540	44.418	48.292	48.115	45.275	45.083	45.151	44.498	44.506	44.719	44.566	44.689	45.563	51.130	50.709	49.002	48.380	48.169	48.297	47.934	47.986	48.021	47.961	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government net lending/borrowing	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-51.087	-44.999	-54.655	-46.727	-179.290	-70.169	-59.551	-53.582	-38.771	-36.509	-68.602	-90.850	-85.812	-78.445	-78.396	-42.584	3.937	-6.809	-79.207	-115.620	-23.074	-1.521	3.512	21.832	28.239	36.237	44.571	64.668	46.950	-151.132	-116.436	-84.875	-107.522	-86.586	-75.453	-47.791	-40.541	-34.209	-23.246	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government net lending/borrowing	Percent of GDP	Units	See notes for:  General government net lending/borrowing (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.210	-2.632	-3.110	-2.542	-9.437	-3.638	-3.027	-2.650	-1.866	-1.714	-3.125	-4.086	-3.830	-3.421	-3.371	-1.755	0.155	-0.263	-3.175	-4.420	-0.840	-0.054	0.122	0.731	0.915	1.134	1.338	1.885	1.328	-4.381	-3.167	-2.147	-2.569	-2.003	-1.683	-1.028	-0.846	-0.694	-0.459	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government structural balance	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-78.321	-67.197	-48.727	-43.673	-54.188	-57.493	-49.762	-47.985	-37.758	-103.159	-75.454	-84.105	-63.437	-65.855	-57.144	-49.079	-25.378	-29.452	-27.755	-71.628	-36.619	-1.334	20.330	39.595	36.220	38.795	37.925	53.133	39.579	-104.460	-96.490	-69.312	-99.473	-61.253	-49.966	-36.195	-36.878	-34.085	-24.228	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government structural balance	Percent of potential GDP	Units	See notes for:  General government structural balance (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-5.067	-4.030	-2.754	-2.368	-2.832	-2.943	-2.505	-2.360	-1.816	-4.906	-3.490	-3.795	-2.791	-2.834	-2.412	-2.031	-1.022	-1.165	-1.069	-2.710	-1.350	-0.048	0.703	1.321	1.169	1.215	1.150	1.561	1.124	-2.933	-2.596	-1.762	-2.368	-1.401	-1.102	-0.775	-0.768	-0.691	-0.478	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government primary net lending/borrowing	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-15.697	-0.358	-7.079	6.198	-120.311	-11.132	0.006	7.820	19.005	22.533	-11.253	-32.165	-27.087	-20.547	-21.568	15.171	64.809	53.880	-20.372	-60.024	31.679	49.915	44.553	58.337	61.705	66.118	72.510	89.572	67.906	-135.090	-99.332	-62.634	-80.546	-54.417	-37.902	-3.525	10.580	23.283	39.888	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government primary net lending/borrowing	Percent of GDP	Units	See notes for:  General government primary net lending/borrowing (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.986	-0.021	-0.403	0.337	-6.332	-0.577	--	0.387	0.915	1.058	-0.513	-1.447	-1.209	-0.896	-0.927	0.625	2.549	2.081	-0.817	-2.294	1.153	1.782	1.554	1.954	2.000	2.069	2.177	2.611	1.921	-3.916	-2.702	-1.584	-1.924	-1.259	-0.845	-0.076	0.221	0.472	0.787	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government net debt	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	784.489	851.599	893.192	946.292	988.381	946.420	1,001.372	1,068.632	1,158.805	1,242.200	1,314.764	1,341.469	1,334.938	1,353.526	1,468.222	1,588.760	1,618.011	1,629.794	1,642.408	1,606.244	1,578.817	1,544.903	1,486.662	1,440.467	1,400.775	1,555.183	1,692.727	1,824.685	1,885.680	1,972.266	2,047.719	2,095.510	2,136.050	2,170.259	2,193.505	2023	,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government net debt	Percent of GDP	Units	See notes for:  General government net debt (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	41.290	44.157	45.405	46.793	47.581	44.440	45.610	48.064	51.714	54.173	56.532	55.291	52.511	52.266	58.850	60.731	58.884	58.199	57.281	53.807	51.166	48.337	44.630	41.982	39.627	45.083	46.042	46.150	45.052	45.628	45.663	45.089	44.562	44.010	43.277	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government gross debt	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	618.218	705.567	789.570	869.713	1,040.187	1,110.441	1,154.462	1,199.279	1,243.666	1,251.531	1,264.267	1,317.680	1,405.195	1,475.183	1,545.669	1,595.311	1,603.669	1,672.576	1,789.213	2,102.672	2,139.149	2,216.705	2,201.918	2,203.743	2,177.231	2,161.550	2,130.324	2,083.675	2,069.889	2,340.849	2,495.538	2,561.674	2,622.669	2,709.255	2,784.708	2,832.499	2,873.039	2,907.248	2,930.494	2023	,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government gross debt	Percent of GDP	Units	See notes for:  General government gross debt (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.842	41.264	44.930	47.318	54.749	57.579	58.686	59.302	59.871	58.767	57.584	59.265	62.709	64.333	66.460	65.754	63.081	64.586	71.716	80.376	77.849	79.157	76.795	73.823	70.560	67.631	63.952	60.729	58.556	67.858	67.879	64.789	62.660	62.679	62.098	60.947	59.938	58.955	57.818	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	795.079	829.927	862.701	904.602	948.992	990.789	1,047.729	1,082.058	1,139.309	1,211.702	1,322.262	1,591.610	1,709.890	1,757.340	1,838.020	1,899.930	1,928.560	1,967.180	2,022.310	2,077.240	2,129.660	2,195.530	2,223.360	2,240.810	2,293.040	2,325.710	2,426.180	2,542.220	2,589.680	2,494.870	2,616.060	2,747.810	2,800.380	2,867.280	2,985.170	3,085.650	3,196.110	3,331.110	3,431.130	3,534.880	3,449.620	3,676.460	3,953.850	4,185.550	4,322.445	4,484.369	4,647.504	4,793.383	4,931.295	5,068.500	2023	,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Current account balance	U.S. dollars	Billions	Source: Central Bank. Additional source: IMF Statistics Department Latest actual data: 2023 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 10/2024	-15.215	-4.911	6.007	4.611	9.280	17.594	37.989	43.574	54.677	58.960	50.055	-26.672	-25.281	-21.482	-33.145	-32.238	-16.890	-11.289	-15.932	-31.251	-34.324	-7.161	39.267	35.360	127.156	133.119	172.872	235.055	213.169	198.881	195.436	232.889	251.608	244.845	281.019	288.260	299.003	289.055	316.177	317.797	253.943	311.805	173.500	278.729	311.719	313.436	306.117	299.681	303.616	310.516	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Current account balance	Percent of GDP	Units	See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	-1.776	-0.681	0.863	0.664	1.418	2.652	4.009	3.695	4.301	4.672	3.120	-1.417	-1.178	-1.033	-1.493	-1.242	-0.674	-0.508	-0.708	-1.410	-1.744	-0.364	1.869	1.395	4.460	4.598	5.675	6.746	5.597	5.722	5.631	6.090	6.989	6.430	7.084	8.419	8.454	7.684	7.799	8.030	6.450	7.166	4.164	6.157	6.618	6.369	5.982	5.689	5.606	5.579	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Monetary Fund, World Economic Outlook Database, October 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
